Paper Title,Authors,ID
Concept Bottleneck Models,"Pang Wei Koh, Thao Nguyen, Yew Siang Tang, Steve Mussmann, Emma Pierson, Been Kim, Percy Liang",6816
Optimal Bounds between f-Divergences and Integral Probability Metrics,"Rohit Agrawal, Thibaut Horel",6817
Robustness to Spurious Correlations via Human Annotations,"Megha Srivastava, Tatsunori Hashimoto, Percy Liang",6818
DROCC: Deep Robust One-Class Classification,"Sachin Goyal, Aditi Raghunathan, Moksh Jain, Harsha Vardhan Simhadri, Prateek Jain",6819
Efficiently Solving MDPs with Stochastic Mirror Descent,"Yujia Jin, Aaron Sidford",6820
Handling the Positive-Definite Constraint in the Bayesian Learning Rule,"Wu Lin, Mark Schmidt, Emti Khan",6821
A simpler approach to accelerated optimization: iterative averaging meets optimism,"Pooria Joulani, Anant Raj, András György, Csaba Szepesvari",6822
Training Binary Neural Networks using the Bayesian Learning Rule,"Xiangming Meng, Roman Bachmann, Emti Khan",6823
High-dimensional Robust Mean Estimation via Gradient Descent,"Yu Cheng, Ilias Diakonikolas, Rong Ge, Mahdi Soltanolkotabi",6824
From Chaos to Order: Symmetry and Conservation Laws in Game Dynamics,"Sai Ganesh Nagarajan, David Balduzzi, Georgios Piliouras",6825
Hierarchically Decoupled Morphological Transfer,"Donald Hejna, Lerrel Pinto, Pieter Abbeel",6826
Puzzle Mix: Exploiting Saliency and Local Statistics for Optimal Mixup,"Jang-Hyun Kim, Wonho Choo, Hyun Oh Song",6827
"Train Big, Then Compress: Rethinking Model Size for Efficient Training and Inference of Transformers","Zhuohan Li, Eric Wallace, Sheng Shen, Kevin Lin, Kurt Keutzer, Dan Klein, Joseph E. Gonzalez",6828
Interpolation between CNNs and ResNets,"Zonghan Yang, Yang Liu, Chenglong Bao, Zuoqiang Shi",6829
Online metric algorithms with untrusted predictions,"Antonios Antoniadis, Christian Coester, Marek Elias, Adam Polak, Bertrand Simon",6830
Collaborative Machine Learning with Incentive-Aware Model Rewards,"Rachael Hwee Ling Sim, Yehong Zhang, Bryan Kian Hsiang Low, Mun Choon Chan",6831
On Convergence-Diagnostic based Step Sizes for Stochastic Gradient Descent,"Scott Pesme, Aymeric Dieuleveut, Nicolas Flammarion",6832
The Performance Analysis of Generalized Margin Maximizers on Separable Data,"Fariborz Salehi, Ehsan Abbasi, Babak Hassibi",6833
Equivariant Flows: exact likelihood generative learning for symmetric densities.,"Jonas Köhler, Leon Klein, Frank Noe",6834
PoWER-BERT: Accelerating BERT Inference via Progressive Word-vector Elimination,"Saurabh Goyal, Anamitra Roy Choudhury, Venkatesan Chakaravarthy, Saurabh Raje, Yogish Sabharwal, Ashish Verma",6835
Bayesian Sparsification of Deep C-valued Networks,"Ivan Nazarov, Evgeny Burnaev",6836
Minimally distorted Adversarial Examples with a Fast Adaptive Boundary Attack,"Francesco Croce, Matthias Hein",6837
A distributional view on multi objective policy optimization,"Abbas Abdolmaleki, Sandy Huang, Leonard Hasenclever, Michael Neunert, Martina Zambelli, Murilo Martins, Francis Song, Nicolas Heess, Raia Hadsell, Martin Riedmiller",6838
On the Sample Complexity of Adversarial Multi-Source PAC Learning,"Nikola Konstantinov, Elias Frantar, Dan Alistarh, Christoph H. Lampert",6839
Inducing and Exploiting Activation Sparsity for Fast Inference on Deep Neural Networks,"Mark Kurtz, Justin Kopinsky, Rati Gelashvili, Alexander Matveev, John Carr, Michael Goin, William Leiserson, Sage Moore, Nir Shavit, Dan Alistarh",6840
Constructive universal distribution generation through deep ReLU networks,"Dmytro Perekrestenko, Stephan Müller, Helmut Bölcskei",6841
Reliable evaluation of adversarial robustness with an ensemble of diverse parameter-free attacks,"Francesco Croce, Matthias Hein",6842
Multiclass Neural Network Minimization via Tropical Newton Polytope Approximation,"Georgios Smyrnis, Petros Maragos",6843
Finding trainable sparse networks through Neural Tangent Transfer ,"Tianlin Liu, Friedemann Zenke",6844
Towards a General Theory of Infinite-Width Limits of Neural Classifiers,Eugene Golikov,6845
Controlling Overestimation Bias with Truncated Mixture of Continuous Distributional Quantile Critics,"Arsenii Kuznetsov, Pavel Shvechikov, Alexander Grishin, Dmitry Vetrov",6846
Learning to Learn Kernels with Variational Random Features,"Xiantong Zhen, Haoliang Sun, Yingjun Du, Jun Xu, Yilong Yin, Ling Shao, Cees Snoek",6847
"Efficient Robustness Certificates for Discrete Data: Sparsity-Aware Randomized Smoothing for Graphs, Images and More","Aleksandar Bojchevski, Johannes Klicpera, Stephan Günnemann",6848
Learning to Simulate Complex Physics with Graph Networks,"Alvaro Sanchez, Jonathan Godwin, Tobias Pfaff, Zhitao Ying, Jure Leskovec, Peter Battaglia",6849
"Small Data, Big Decisions: Model Selection in the Small-Data Regime","Jorg Bornschein, Francesco Visin, Simon Osindero",6850
PolyGen: An Autoregressive Generative Model of 3D Meshes,"Charlie Nash, Yaroslav Ganin, S. M. Ali Eslami, Peter Battaglia",6851
XtarNet: Learning to Extract Task-Adaptive Representation for Incremental Few-Shot Learning,"Sung Whan Yoon, Jun Seo, Doyeon Kim, Jaekyun Moon",6852
